name,MARKA,KOLEKSIYON,price,price_category,CINSIYET,MEKANIZMA,KASA MATERYALI,case_material_category,KASA ÇAPI,SU REZISTANSI,water_resistance_category,brand_country,brand_age,collection_price_tier,url,image,page,scraped_at,AILE,GARANTI SÜRESI,GÜÇ REZERVI,KADRAN,KAYIŞ,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,REFERANS,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Primaluna Moonphase,Longines,Elegance,283000.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,34mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/primaluna-moonphase-l8-126-0-71-6/,https://samiwatches.com/wp-content/uploads/2025/09/L8.126.0.71.6-4-400x533.jpg,1,2025-10-06T03:51:30.437843,PrimaLuna,5 Yıl,72 Saat,Gümüş,Paslanmaz Çelik,Primaluna Moonphase,283.000₺,L8.126.0.71.6,1832.0,134676.78,131000.0,52081.965,267.0,1.1013273,0.63832337,-0.12131929,False,69.0,Günlük Kullanım (30m),Premium,34.0,Küçük (<36mm),Orta Prestij
Chronomat,Breitling,Chronomat,338000.0,Luxury,Kadın,Pilli,Paslanmaz Çelik,Steel,28mm,100m,Water Resistant,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/chronomat-a72310531g1a1/,https://samiwatches.com/wp-content/uploads/2025/09/A72310531G1A1-1-400x533.jpg,1,2025-10-06T03:51:41.517858,,2 Yıl,,Gri,Paslanmaz Çelik,Chronomat,338.000₺,A72310531G1A1,1884.0,344131.2,317200.0,114878.734,125.0,-0.017816462,0.69520956,-0.021789573,False,19.0,Snorkeling (100m),Premium,28.0,Küçük (<36mm),Prestijli
Spirit Pilot Flyback Chronograph,Longines,Avigation,244000.0,Mid-Range,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,39.5mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/spirit-pilot-flyback-chronograph-l3-721-4-53-2/,https://samiwatches.com/wp-content/uploads/2025/09/L3.721.4.53.2-1-400x533.jpg,1,2025-10-06T03:51:52.003176,Spirit,5 Yıl,68 Saat,Siyah,Deri,Spirit Pilot Flyback Chronograph,244.000₺,L3.721.4.53.2,1832.0,134676.78,131000.0,52081.965,267.0,0.81174517,0.59401196,-0.1918949,False,36.0,Snorkeling (100m),Premium,39.5,Orta (36-40mm),Orta Prestij
Big Bang One Click Joyful Steel Sky Blue,Hublot,Big Bang,670800.0,Ultra-Luxury,Kadın,Otomatik,Paslanmaz Çelik,Steel,33mm,100m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/big-bang-one-click-joyful-steel-sky-blue-485-sl-2210-rx-1207/,https://samiwatches.com/wp-content/uploads/2025/08/485.SL_.2210.RX_.1207-1-400x533.jpg,1,2025-10-06T03:52:02.423143,,2 Yıl,40 Saat,Beyaz,Kauçuk,Big Bang One Click Joyful Steel Sky Blue,670.800₺,485.SL.2210.RX.1207,1980.0,842739.1,681200.0,419912.2,92.0,-0.20402415,0.8817365,0.58045566,False,43.0,Snorkeling (100m),Lüks,33.0,Küçük (<36mm),Çok Prestijli
Seamaster Aqua Terra,Omega,Seamaster,337600.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-220-10-41-21-03-006/,https://samiwatches.com/wp-content/uploads/2025/03/220.10.41.21.03.006-1-300x400.webp,1,2025-10-06T03:52:11.306448,Aqua Terra,5 Yıl,60 Saat,Mavi,Paslanmaz Çelik,Seamaster Aqua Terra,337.600₺,220.10.41.21.03.006,1848.0,513525.72,401600.0,458838.5,140.0,-0.34258404,0.69251496,-0.022513427,False,59.0,Yüzme (50m),Premium,41.0,Büyük (40-44mm),Çok Prestijli
Classic Fusion Aerofusion Black Magic,Hublot,Classic Fusion,811200.0,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,45mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/classic-fusion-aerofusion-black-magic-525-cm-0170-rx/,https://samiwatches.com/wp-content/uploads/2025/08/525.CM_.0170.RX-1-400x533.jpg,1,2025-10-06T03:52:23.985956,,2 Yıl,42 Saat,İskelet,Kauçuk,Classic Fusion Aerofusion Black Magic,811.200₺,525.CM.0170.RX,1980.0,842739.1,681200.0,419912.2,92.0,-0.037424546,0.91197604,0.8345279,False,45.0,Yüzme (50m),Ultra Lüks,45.0,Çok Büyük (>44mm),Çok Prestijli
Legend Diver,Longines,Diving,178000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,39mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-legend-diver-l3-764-4-96-6/,https://samiwatches.com/wp-content/uploads/2024/09/L3.764.4.96.6-1-scaled-300x400.webp,1,2025-10-06T03:52:33.181491,Legend Diver,5 Yıl,72 Saat,Terakota,Paslanmaz Çelik,Legend Diver,178.000₺,L3.764.4.96.6,1832.0,134676.78,131000.0,52081.965,267.0,0.32168293,0.50898206,-0.31133056,False,49.0,Profesyonel Dalış (300m+),Premium,39.0,Orta (36-40mm),Orta Prestij
Luminor Due,Panerai,Luminor Due,402000.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-due-pam01539/,https://samiwatches.com/wp-content/uploads/2024/11/PAM01539-1-scaled-300x400.webp,1,2025-10-06T03:52:44.571386,,8 Yıl,72 Saat,Kırmızı,Paslanmaz Çelik,Luminor Due,402.000₺,PAM01539,1860.0,649664.06,473800.0,466149.7,89.0,-0.38121864,0.747006,0.09402682,False,17.0,Yüzme (50m),Premium,42.0,Büyük (40-44mm),Çok Prestijli
Ballade,Tissot,T-Classic Collection,50970.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,39mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/ballade-t156-408-11-093-00/,https://samiwatches.com/wp-content/uploads/2025/10/T156.408.11.093.00-1-400x533.jpg,1,2025-10-06T03:52:53.659945,Ballade,3 Yıl,80 Saat,Yeşil,Paslanmaz Çelik,Ballade,50.970₺,T156.408.11.093.00,1853.0,30113.854,26090.0,13456.789,288.0,0.6925764,0.16886227,-0.541208,False,160.0,Snorkeling (100m),Ekonomik,39.0,Orta (36-40mm),Giriş Seviyesi
Chronomaster Sport,Zenith,Chronomaster,982800.0,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,100m,Water Resistant,Switzerland,159.0,Ultra-Luxury Collection,https://samiwatches.com/urun/chronomaster-sport-03-3120-3600-76-m3100/,https://samiwatches.com/wp-content/uploads/2025/09/03.3120.3600.76.M3100-1-400x533.jpg,1,2025-10-06T03:53:05.436521,,2 Yıl,60 Saat,Gri,Paslanmaz Çelik,Chronomaster Sport,982.800₺,03.3120.3600/76.M3100,1865.0,899523.5,634400.0,777656.8,34.0,0.092578426,0.9299401,1.1450605,False,17.0,Snorkeling (100m),Ultra Lüks,41.0,Büyük (40-44mm),Çok Prestijli
Constellation,Omega,Constellation,267700.0,Mid-Range,Kadın,Pilli,Paslanmaz Çelik,Steel,25mm,30m,Splash Resistant,Switzerland,176.0,Luxury Collection,https://samiwatches.com/urun/omega-constellation-quartz-131-10-25-60-53-001/,https://samiwatches.com/wp-content/uploads/2024/11/131.10.25.60.53.001-2-scaled-300x400.webp,1,2025-10-06T03:53:16.477940,Constellation,5 Yıl,,Mavi,Paslanmaz Çelik,Constellation,267.700₺,131.10.25.60.53.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.47870186,0.6269461,-0.14900665,False,42.0,Günlük Kullanım (30m),Premium,25.0,Küçük (<36mm),Çok Prestijli
Pioneer Retrograde Seconds Midnight Blue,H. Moser & Cie.,Pioneer,1.0764e+06,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42.8mm,120m,Swimming,Unknown,,Ultra-Luxury Collection,https://samiwatches.com/urun/h-moser-cie-pioneer-retrograde-seconds-midnight-blue-3250-1200/,https://samiwatches.com/wp-content/uploads/2025/04/3250-1200-1-300x400.webp,1,2025-10-06T03:53:27.672235,,2 Yıl,72 Saat,Mavi,Kauçuk,Pioneer Retrograde Seconds Midnight Blue,1.076.400₺,3250-1200,,2.2611332e+06,1.456e+06,1.553869e+06,24.0,-0.5239555,0.93652695,1.314442,False,7.0,Diğer,Ultra Lüks,42.8,Büyük (40-44mm),Ultra Prestijli
Formula 1 Solargraph,Tag Heuer,Formula 1,96200.0,Budget,Erkek,Pilli,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/tag-heuer-formula-1-solargraph-wby1111-ba0042/,https://samiwatches.com/wp-content/uploads/2025/05/WBY1111.BA0042-1-300x400.webp,1,2025-10-06T03:53:38.794335,,2 Yıl,,Beyaz,Paslanmaz Çelik,Formula 1 Solargraph,96.200₺,WBY1111.BA0042,,219025.56,179400.0,138288.27,133.0,-0.56078184,0.26796407,-0.4593584,False,38.0,Snorkeling (100m),Orta Segment,38.0,Orta (36-40mm),Prestijli
Superocean Heritage B31,Breitling,Superocean Heritage,387400.0,Luxury,Erkek,Otomatik,Çelik Altın,Gold,42mm,200m,Swimming,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/superocean-heritage-b31-ub3111241b1s1/,https://samiwatches.com/wp-content/uploads/2025/08/UB3111241B1S1-1-400x533.jpg,1,2025-10-06T03:53:49.453943,,5 Yıl,78 Saat,Siyah,Kauçuk,Superocean Heritage B31,387.400₺,UB3111241B1S1,1884.0,344131.2,317200.0,114878.734,125.0,0.12573344,0.73652697,0.0676062,False,29.0,Dalış (200m),Premium,42.0,Büyük (40-44mm),Prestijli
Classima,Baume & Mercier,Classima,118000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,30m,Splash Resistant,Switzerland,194.0,Entry Collection,https://samiwatches.com/urun/classima-special-edition-10734/,https://samiwatches.com/wp-content/uploads/2025/09/10734-1-400x533.jpg,1,2025-10-06T03:53:59.661070,,2 Yıl,42 Saat,Mavi,Tekstil,Classima,118.000₺,10734,1830.0,126401.04,120200.0,54582.965,96.0,-0.06646339,0.3299401,-0.41990843,False,19.0,Günlük Kullanım (30m),Orta Segment,42.0,Büyük (40-44mm),Orta Prestij
Primaluna Moonphase,Longines,Elegance,161000.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,34mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/primaluna-moonphase-l8-126-4-87-6/,https://samiwatches.com/wp-content/uploads/2025/07/L8.126.4.87.6-1-400x533.jpg,1,2025-10-06T03:54:10.802287,PrimaLuna,5 Yıl,72 Saat,Sedef,Paslanmaz Çelik,Primaluna Moonphase,161.000₺,L8.126.4.87.6,1832.0,134676.78,131000.0,52081.965,267.0,0.19545479,0.46437126,-0.3420943,False,69.0,Günlük Kullanım (30m),Orta Segment,34.0,Küçük (<36mm),Orta Prestij
Big Bang Unico Petrol Blue Ceramic,Hublot,Big Bang,1.1388e+06,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,42mm,100m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/big-bang-unico-petrol-blue-ceramic-441-es-5121-rx/,https://samiwatches.com/wp-content/uploads/2025/08/441.ES_.5121.RX-1-400x533.jpg,1,2025-10-06T03:54:20.313606,,2 Yıl,72 Saat,İskelet,Kauçuk,Big Bang Unico Petrol Blue Ceramic,1.138.800₺,441.ES.5121.RX,1980.0,842739.1,681200.0,419912.2,92.0,0.35130784,0.94251496,1.427363,False,43.0,Snorkeling (100m),Ultra Lüks,42.0,Büyük (40-44mm),Çok Prestijli
Conquest,Longines,Performance,186000.0,Mid-Range,Kadın,Otomatik,Çelik Altın,Gold,30mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/conquest-l3-320-5-87-6/,https://samiwatches.com/wp-content/uploads/2025/08/L3.320.5.87.6-1-400x533.jpg,1,2025-10-06T03:54:31.830813,Conquest,5 Yıl,45 Saat,Sedef,Paslanmaz Çelik,Conquest,186.000₺,L3.320.5.87.6,1832.0,134676.78,131000.0,52081.965,267.0,0.3810844,0.52125746,-0.2968535,False,57.0,Snorkeling (100m),Premium,30.0,Küçük (<36mm),Orta Prestij
LaCoupole Diamonds,Rado,LaCoupole,162200.0,Mid-Range,Kadın,Pilli,Seramik,Ceramic,31mm,50m,Water Resistant,Unknown,,Premium Collection,https://samiwatches.com/urun/lacoupole-diamonds-r22242703/,https://samiwatches.com/wp-content/uploads/2025/10/R22242703-1-400x533.jpg,1,2025-10-06T03:54:43.317087,,5 Yıl,,Kahverengi,Seramik,LaCoupole Diamonds,162.200₺,R22242703,,133908.42,126200.0,57445.586,95.0,0.21127558,0.46976048,-0.33992273,False,3.0,Yüzme (50m),Orta Segment,31.0,Küçük (<36mm),Orta Prestij
T-Race Chronograph,Tissot,T-Sport Collection,31480.0,Budget,Kadın,Pilli,Çelik Altın,Gold,38mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/t-race-chronograph-t141-817-37-501-00/,https://samiwatches.com/wp-content/uploads/2025/09/T141.817.37.501.00-1-400x533.jpg,1,2025-10-06T03:54:54.563404,T-Race,2 Yıl,,Şampanya,Sentetik,T-Race Chronograph,31.480₺,T141.817.37.501.00,1853.0,30113.854,26090.0,13456.789,288.0,0.045366023,0.10988024,-0.5764777,False,97.0,Snorkeling (100m),Ekonomik,38.0,Orta (36-40mm),Giriş Seviyesi
Speedmaster Moonwatch,Omega,Speedmaster,407400.0,Luxury,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-speedmaster-moonwatch-310-30-42-50-01-002/,https://samiwatches.com/wp-content/uploads/2025/06/310.30.42.50.01.002-1-1-400x533.jpg,1,2025-10-06T03:55:03.124899,Moonwatch,5 Yıl,50 Saat,Siyah,Paslanmaz Çelik,Speedmaster Moonwatch,407.400₺,310.30.42.50.01.002,1848.0,513525.72,401600.0,458838.5,140.0,-0.20666096,0.7502994,0.10379883,False,25.0,Yüzme (50m),Lüks,42.0,Büyük (40-44mm),Çok Prestijli
Luminor Due,Panerai,Luminor Due,402000.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Italy,164.0,Ultra-Luxury Collection,https://samiwatches.com/urun/panerai-luminor-due-pam01387/,https://samiwatches.com/wp-content/uploads/2024/11/PAM01387-1-scaled-300x400.webp,1,2025-10-06T03:55:13.642661,,8 Yıl,72 Saat,Gri,Paslanmaz Çelik,Luminor Due,402.000₺,PAM01387,1860.0,649664.06,473800.0,466149.7,89.0,-0.38121864,0.747006,0.09402682,False,17.0,Yüzme (50m),Premium,42.0,Büyük (40-44mm),Çok Prestijli
Seamaster Diver 300M,Omega,Seamaster,302600.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,300m,Diving,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-diver-210-30-42-20-01-001/,https://samiwatches.com/wp-content/uploads/2024/11/210.30.42.20.01.001-2-scaled-300x400.webp,1,2025-10-06T03:55:24.471806,Diver 300M,5 Yıl,55 Saat,Siyah,Paslanmaz Çelik,Seamaster Diver 300M,302.600₺,210.30.42.20.01.001,1848.0,513525.72,401600.0,458838.5,140.0,-0.41074032,0.66167665,-0.085850514,False,59.0,Profesyonel Dalış (300m+),Premium,42.0,Büyük (40-44mm),Çok Prestijli
Carrera Date,Tag Heuer,Carrera,148200.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,29mm,100m,Water Resistant,Unknown,,Luxury Collection,https://samiwatches.com/urun/carrera-date-wbn2411-ba0621/,https://samiwatches.com/wp-content/uploads/2025/08/WBN2411.BA0621-1-400x533.jpg,1,2025-10-06T03:55:33.451618,,5 Yıl,40 Saat,Mavi,Paslanmaz Çelik,Carrera Date,148.200₺,WBN2411.BA0621,,219025.56,179400.0,138288.27,133.0,-0.32336664,0.4269461,-0.36525756,False,35.0,Snorkeling (100m),Orta Segment,29.0,Küçük (<36mm),Prestijli
DolceVita,Longines,Elegance,78000.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,23.30x37mm,30m,Splash Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/dolcevita-l5-512-4-71-0/,https://samiwatches.com/wp-content/uploads/2025/09/L5.512.4.71.0-1-400x533.jpg,1,2025-10-06T03:55:44.350914,DolceVita,2 Yıl,,Gümüş,Krokodil,DolceVita,78.000₺,L5.512.4.71.0,1832.0,134676.78,131000.0,52081.965,267.0,-0.42083558,0.2227545,-0.4922937,False,69.0,Günlük Kullanım (30m),Ekonomik,23.3,Küçük (<36mm),Orta Prestij
Carrera Date,Tag Heuer,Carrera,153400.0,Mid-Range,Kadın,Otomatik,Paslanmaz Çelik,Steel,29mm,100m,Water Resistant,Unknown,,Luxury Collection,https://samiwatches.com/urun/carrera-date-wbn2410-ba0621/,https://samiwatches.com/wp-content/uploads/2025/08/WBN2410.BA0621-1-400x533.jpg,1,2025-10-06T03:55:55.049736,,2 Yıl,40 Saat,Sedef,Paslanmaz Çelik,Carrera Date,153.400₺,WBN2410.BA0621,,219025.56,179400.0,138288.27,133.0,-0.29962513,0.44191617,-0.35584748,False,35.0,Snorkeling (100m),Orta Segment,29.0,Küçük (<36mm),Prestijli
Classima,Baume & Mercier,Classima,76300.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,42mm,50m,Water Resistant,Switzerland,194.0,Entry Collection,https://samiwatches.com/urun/classima-10695/,https://samiwatches.com/wp-content/uploads/2025/08/10695-1-400x533.jpg,1,2025-10-06T03:56:03.548590,,2 Yıl,38 Saat,Gri,Tekstil,Classima,76.300₺,10695,1830.0,126401.04,120200.0,54582.965,96.0,-0.39636573,0.21586826,-0.49537006,False,19.0,Yüzme (50m),Ekonomik,42.0,Büyük (40-44mm),Orta Prestij
Spirit Pilot Flyback Chronograph,Longines,Avigation,256000.0,Mid-Range,Erkek,Elle Kurmalı,Paslanmaz Çelik,Steel,39.5mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/spirit-pilot-flyback-chronograph-l3-721-4-53-6/,https://samiwatches.com/wp-content/uploads/2025/09/L3.721.4.53.6-2-400x533.jpg,1,2025-10-06T03:56:13.905381,Spirit,5 Yıl,68 Saat,Siyah,Paslanmaz Çelik,Spirit Pilot Flyback Chronograph,256.000₺,L3.721.4.53.6,1832.0,134676.78,131000.0,52081.965,267.0,0.9008474,0.6125749,-0.17017932,False,36.0,Snorkeling (100m),Premium,39.5,Orta (36-40mm),Orta Prestij
Classic Fusion Ceramic King Gold,Hublot,Classic Fusion,546000.0,Ultra-Luxury,"Erkek, Kadın",Otomatik,Seramik,Ceramic,38mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/classic-fusion-ceramic-king-gold-565-co-1480-rx/,https://samiwatches.com/wp-content/uploads/2025/08/565.CO_.1480.RX_-400x533.jpg,1,2025-10-06T03:56:24.477948,,2 Yıl,48 Saat,Siyah,Kauçuk,Classic Fusion Ceramic King Gold,546.000₺,565.CO.1480.RX,1980.0,842739.1,681200.0,419912.2,92.0,-0.35211268,0.8374252,0.35461372,False,45.0,Yüzme (50m),Lüks,38.0,Orta (36-40mm),Çok Prestijli
HydroConquest,Longines,Diving,95000.0,Budget,Erkek,Otomatik,Paslanmaz Çelik,Steel,41mm,300m,Diving,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-hydroconquest-l3-781-4-06-6/,https://samiwatches.com/wp-content/uploads/2023/06/L3.781.4.06.6-1-1-scaled-300x400.webp,1,2025-10-06T03:56:34.872208,HydroConquest,5 Yıl,72 Saat,Yeşil,Paslanmaz Çelik,HydroConquest,95.000₺,L3.781.4.06.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.29460743,0.26077846,-0.46152994,False,49.0,Profesyonel Dalış (300m+),Orta Segment,41.0,Büyük (40-44mm),Orta Prestij
Seamaster Aqua Terra 150M,Omega,Seamaster,320100.0,Luxury,Kadın,Otomatik,Paslanmaz Çelik,Steel,30mm,150m,Swimming,Switzerland,176.0,Ultra-Luxury Collection,https://samiwatches.com/urun/omega-seamaster-aqua-terra-150m-220-10-30-20-10-002/,https://samiwatches.com/wp-content/uploads/2025/06/220.10.30.20.10.002-1-400x533.jpg,1,2025-10-06T03:56:43.676810,Aqua Terra,5 Yıl,48 Saat,Mor,Paslanmaz Çelik,Seamaster Aqua Terra 150M,320.100₺,220.10.30.20.10.002,1848.0,513525.72,401600.0,458838.5,140.0,-0.37666216,0.6769461,-0.05418197,False,59.0,Yüzme (50m),Premium,30.0,Küçük (<36mm),Çok Prestijli
Big Bang Meca-10 Frosted Carbon,Hublot,Big Bang,1.2948e+06,Ultra-Luxury,Erkek,Elle Kurmalı,Karbon,Carbon,42mm,100m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/big-bang-meca-10-frosted-carbon-444-qn-1170-nr/,https://samiwatches.com/wp-content/uploads/2025/08/444.QN_.1170.NR-2-400x533.jpg,1,2025-10-06T03:56:52.663768,,2 Yıl,240 Saat,İskelet,Tekstil,Big Bang Meca-10 Frosted Carbon,1.294.800₺,444.QN.1170.NR,1980.0,842739.1,681200.0,419912.2,92.0,0.5364185,0.9571856,1.7096655,False,43.0,Snorkeling (100m),Ultra Lüks,42.0,Büyük (40-44mm),Çok Prestijli
Classic Fusion Ceramic Blue Chronograph,Hublot,Classic Fusion,603200.0,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,42mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/classic-fusion-ceramic-blue-chronograph-541-cm-7170-lr/,https://samiwatches.com/wp-content/uploads/2025/08/541.CM_.7170.LR_-400x533.jpg,1,2025-10-06T03:57:03.211954,,2 Yıl,42 Saat,Mavi,Krokodil,Classic Fusion Ceramic Blue Chronograph,603.200₺,541.CM.7170.LR,1980.0,842739.1,681200.0,419912.2,92.0,-0.28423876,0.85988027,0.4581246,False,45.0,Yüzme (50m),Lüks,42.0,Büyük (40-44mm),Çok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,742000.0,Ultra-Luxury,Erkek,Otomatik,Altın,Gold,39mm,50m,Water Resistant,Italy,140.0,Luxury Collection,https://samiwatches.com/urun/bvlgari-bvlgari-104112/,https://samiwatches.com/wp-content/uploads/2025/09/104112-1-400x533.jpg,1,2025-10-06T03:57:11.603647,,5 Yıl,42 Saat,Yeşil,Krokodil,Bvlgari Bvlgari,742.000₺,104112,1884.0,514079.38,416000.0,402732.22,63.0,0.4433569,0.894012,0.7093014,False,14.0,Yüzme (50m),Lüks,39.0,Orta (36-40mm),Çok Prestijli
Conquest,Longines,Performance,109000.0,Mid-Range,Erkek,Otomatik,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Switzerland,192.0,Premium Collection,https://samiwatches.com/urun/longines-conquest-l3-720-4-92-6/,https://samiwatches.com/wp-content/uploads/2024/06/L3.720.4.92.6-1-scaled-jpg-300x400.webp,1,2025-10-06T03:57:22.026932,Conquest,5 Yıl,72 Saat,Mavi,Paslanmaz Çelik,Conquest,109.000₺,L3.720.4.92.6,1832.0,134676.78,131000.0,52081.965,267.0,-0.19065483,0.3002994,-0.4361951,False,57.0,Snorkeling (100m),Orta Segment,38.0,Orta (36-40mm),Orta Prestij
PRC 100 Solar,Tissot,T-Sport Collection,25190.0,Budget,Kadın,Pilli,Paslanmaz Çelik,Steel,34mm,100m,Water Resistant,Switzerland,171.0,Entry Collection,https://samiwatches.com/urun/prc-100-solar/,https://samiwatches.com/wp-content/uploads/2025/10/T151.822.11.351.00-1-400x533.jpg,2,2025-10-06T03:57:41.820032,PRC 100,3 Yıl,,Mavi,Paslanmaz Çelik,PRC 100 Solar,25.190₺,T151.822.11.351.00,1853.0,30113.854,26090.0,13456.789,288.0,-0.16350794,0.08173653,-0.5878603,False,97.0,Snorkeling (100m),Ekonomik,34.0,Küçük (<36mm),Giriş Seviyesi
Top Time B01 Racing,Breitling,Top Time,361400.0,Luxury,Erkek,Otomatik,Paslanmaz Çelik,Steel,38mm,100m,Water Resistant,Switzerland,140.0,Luxury Collection,https://samiwatches.com/urun/top-time-b01-racing-ab01771a1b1x1/,https://samiwatches.com/wp-content/uploads/2025/07/AB01771A1B1X1-1-400x533.jpg,2,2025-10-06T03:57:52.713919,,5 Yıl,70 Saat,Siyah,Deri,Top Time B01 Racing,361.400₺,AB01771A1B1X1,1884.0,344131.2,317200.0,114878.734,125.0,0.05018086,0.71766466,0.020555796,False,10.0,Snorkeling (100m),Premium,38.0,Orta (36-40mm),Prestijli
Classic Fusion Titanium Blue,Hublot,Classic Fusion,374400.0,Luxury,Erkek,Otomatik,Titanyum,Titanium,45mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/classic-fusion-titanium-blue-511-nx-7170-rx/,https://samiwatches.com/wp-content/uploads/2025/08/511.NX_.7170.RX-1-400x533.jpg,2,2025-10-06T03:58:03.184047,,2 Yıl,42 Saat,Mavi,Kauçuk,Classic Fusion Titanium Blue,374.400₺,511.NX.7170.RX,1980.0,842739.1,681200.0,419912.2,92.0,-0.5557344,0.7245509,0.044081,False,45.0,Yüzme (50m),Premium,45.0,Çok Büyük (>44mm),Çok Prestijli
Classic Fusion Chronograph Black Magic,Hublot,Classic Fusion,582400.0,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,45mm,50m,Water Resistant,Switzerland,44.0,Ultra-Luxury Collection,https://samiwatches.com/urun/classic-fusion-chronograph-black-magic-521-cm-1171-rx/,https://samiwatches.com/wp-content/uploads/2025/08/521.CM_.1171.RX-1-400x533.jpg,2,2025-10-06T03:58:12.549439,,2 Yıl,48 Saat,Siyah,Kauçuk,Classic Fusion Chronograph Black Magic,582.400₺,521.CM.1171.RX,1980.0,842739.1,681200.0,419912.2,92.0,-0.30892017,0.8547904,0.42048427,False,45.0,Yüzme (50m),Lüks,45.0,Çok Büyük (>44mm),Çok Prestijli
